Sao Tome and Principe,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,18
Sao Tome and Principe,External Health Expenditure (EXT) per Capita in US$,,47
Sao Tome and Principe,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,16
Sao Tome and Principe,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26
Senegal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Senegal,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,83
Senegal,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,21
Senegal,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,62
Senegal,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Senegal,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,34
Senegal,External Health Expenditure (EXT) per Capita in US$,,9
Senegal,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,29
Senegal,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22
Seychelles,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Seychelles,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Seychelles,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,73
Seychelles,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,26
Seychelles,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Seychelles,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,209
Seychelles,External Health Expenditure (EXT) per Capita in US$,,5
Seychelles,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,195
Seychelles,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,36
Seychelles,Current health expenditure by health care functions (preliminary data),Million NCU,"1,024"
Seychelles,Preventive care,Million NCU,204
Sierra Leone,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,13
Sierra Leone,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,81
Sierra Leone,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,14
Sierra Leone,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,68
Sierra Leone,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Sierra Leone,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,45
Sierra Leone,External Health Expenditure (EXT) per Capita in US$,,12
Sierra Leone,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,33
Sierra Leone,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,23
South Africa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8
South Africa,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98
South Africa,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,54
South Africa,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,44
South Africa,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
South Africa,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,222
South Africa,External Health Expenditure (EXT) per Capita in US$,,10
South Africa,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,39
South Africa,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33
South Sudan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10
South Sudan,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,32
South Sudan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,8
South Sudan,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,23
South Sudan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
South Sudan,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,5
South Sudan,External Health Expenditure (EXT) per Capita in US$,,16
South Sudan,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,4
South Sudan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,39
South Sudan,Current health expenditure by health care functions (preliminary data),Million NCU,"32,712"
South Sudan,Preventive care,Million NCU,"12,317"
Togo,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Togo,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,86
Togo,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,18
Togo,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,69
Togo,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Togo,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,26
Togo,External Health Expenditure (EXT) per Capita in US$,,5
Togo,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,22
Togo,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22
Uganda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Uganda,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,57
Uganda,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,16
Uganda,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,41
Uganda,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Uganda,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,16
Uganda,External Health Expenditure (EXT) per Capita in US$,,17
Uganda,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,15
Uganda,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,19
United Republic of Tanzania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
United Republic of Tanzania,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,68
United Republic of Tanzania,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,43
United Republic of Tanzania,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,25
United Republic of Tanzania,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
United Republic of Tanzania,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,8
United Republic of Tanzania,External Health Expenditure (EXT) per Capita in US$,,11
United Republic of Tanzania,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8
United Republic of Tanzania,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,17
Zambia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Zambia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,57
Zambia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,39
Zambia,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,19
Zambia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Zambia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,13
Zambia,External Health Expenditure (EXT) per Capita in US$,,29
Zambia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8
Zambia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25
Zimbabwe,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Zimbabwe,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,85
Zimbabwe,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,52
Zimbabwe,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,34
Zimbabwe,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Zimbabwe,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,37
Zimbabwe,External Health Expenditure (EXT) per Capita in US$,,16
Zimbabwe,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,23
Zimbabwe,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22
Antigua and Barbuda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Antigua and Barbuda,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Antigua and Barbuda,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,47
Antigua and Barbuda,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,53
Antigua and Barbuda,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Antigua and Barbuda,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,357
Antigua and Barbuda,External Health Expenditure (EXT) per Capita in US$,,0
Antigua and Barbuda,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,236
Antigua and Barbuda,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22
Argentina,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9
Argentina,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Argentina,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,72
Argentina,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,27
Argentina,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7
Argentina,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,359
Argentina,External Health Expenditure (EXT) per Capita in US$,,7
Argentina,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,199
Argentina,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,41
Bahamas,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Bahamas,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Bahamas,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,44
Bahamas,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,56
Bahamas,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Bahamas,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,984
Bahamas,External Health Expenditure (EXT) per Capita in US$,,10
Bahamas,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,549
Bahamas,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22
Barbados,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Barbados,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98
Barbados,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,44
Barbados,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,54
Barbados,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Barbados,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,637
Barbados,External Health Expenditure (EXT) per Capita in US$,,23
Barbados,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,548
Barbados,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33
Belize,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Belize,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98
Belize,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,68
Belize,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,30
Belize,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Belize,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,85
Belize,External Health Expenditure (EXT) per Capita in US$,,4
Belize,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,68
Belize,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,35
Bolivia Plurinational States of ,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Bolivia Plurinational States of ,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98
Bolivia Plurinational States of ,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,69
Bolivia Plurinational States of ,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,29
Bolivia Plurinational States of ,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Bolivia Plurinational States of ,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,64
Bolivia Plurinational States of ,External Health Expenditure (EXT) per Capita in US$,,5
Bolivia Plurinational States of ,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,55
Bolivia Plurinational States of ,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,38
Brazil,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9
Brazil,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Brazil,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,42
Brazil,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,58
Brazil,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Brazil,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,539
Brazil,External Health Expenditure (EXT) per Capita in US$,,1
Brazil,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,255
Brazil,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,39
Canada,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,11
Canada,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Canada,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,74
Canada,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,26
Canada,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8
Canada,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,"1,250"
Canada,External Health Expenditure (EXT) per Capita in US$,,0
Canada,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,676
Canada,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,40
Canada,Current health expenditure by health care functions (preliminary data),Million NCU,"225,996"
Canada,Preventive care,Million NCU,"14,191"
Chile,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9
Chile,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Chile,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,50
Chile,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,50
Chile,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Chile,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,690
Chile,External Health Expenditure (EXT) per Capita in US$,,0
Chile,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,463
Chile,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25
Colombia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Colombia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Colombia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,68
Colombia,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,32
Colombia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5
Colombia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,148
Colombia,External Health Expenditure (EXT) per Capita in US$,,0
Colombia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,75
Colombia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,28
Costa Rica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Costa Rica,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Costa Rica,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,74
Costa Rica,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,26
Costa Rica,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5
Costa Rica,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,230
Costa Rica,External Health Expenditure (EXT) per Capita in US$,,0
Costa Rica,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,185
Costa Rica,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20
Costa Rica,Current health expenditure by health care functions (preliminary data),Million NCU,"2,419,589"
Costa Rica,Preventive care,Million NCU,"371,142"
Cuba,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,12
Cuba,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Cuba,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,89
Cuba,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,10
Cuba,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,10
Cuba,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,104
Cuba,External Health Expenditure (EXT) per Capita in US$,,1
Cuba,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,104
Cuba,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,66
Dominica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Dominica,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,97
Dominica,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,65
Dominica,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,32
Dominica,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Dominica,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,140
Dominica,External Health Expenditure (EXT) per Capita in US$,,14
Dominica,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,136
Dominica,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,53
Dominican Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Dominican Republic,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Dominican Republic,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,46
Dominican Republic,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,53
Dominican Republic,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Dominican Republic,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,231
Dominican Republic,External Health Expenditure (EXT) per Capita in US$,,3
Dominican Republic,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,194
Dominican Republic,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18
Dominican Republic,Current health expenditure by health care functions (preliminary data),Million NCU,"221,717"
Dominican Republic,Preventive care,Million NCU,"5,664"
Ecuador,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8
Ecuador,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Ecuador,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,53
Ecuador,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,47
Ecuador,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Ecuador,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,242
Ecuador,External Health Expenditure (EXT) per Capita in US$,,3
Ecuador,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,204
Ecuador,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,37
El Salvador,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
El Salvador,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
El Salvador,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,64
El Salvador,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,36
El Salvador,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5
El Salvador,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,102
El Salvador,External Health Expenditure (EXT) per Capita in US$,,0
El Salvador,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,82
El Salvador,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,24
Grenada,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Grenada,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Grenada,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,43
Grenada,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,56
Grenada,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Grenada,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,280
Grenada,External Health Expenditure (EXT) per Capita in US$,,5
Grenada,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,261
Grenada,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,23
Guatemala,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Guatemala,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Guatemala,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,36
Guatemala,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,63
Guatemala,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Guatemala,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,164
Guatemala,External Health Expenditure (EXT) per Capita in US$,,3
Guatemala,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,141
Guatemala,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,12
Guyana,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Guyana,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,95
Guyana,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,60
Guyana,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,35
Guyana,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Guyana,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,81
Guyana,External Health Expenditure (EXT) per Capita in US$,,11
Guyana,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,75
Guyana,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,35
Haiti,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8
Haiti,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,57
Haiti,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,12
Haiti,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,45
Haiti,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Haiti,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,28
Haiti,External Health Expenditure (EXT) per Capita in US$,,27
Haiti,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,25
Haiti,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18
Honduras,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8
Honduras,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,95
Honduras,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,40
Honduras,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,55
Honduras,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Honduras,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,107
Honduras,External Health Expenditure (EXT) per Capita in US$,,11
Honduras,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,95
Honduras,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27
Jamaica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Jamaica,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98
Jamaica,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,65
Jamaica,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,33
Jamaica,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Jamaica,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,102
Jamaica,External Health Expenditure (EXT) per Capita in US$,,6
Jamaica,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,53
Jamaica,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29
Mexico,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Mexico,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Mexico,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,52
Mexico,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,48
Mexico,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Mexico,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,240
Mexico,External Health Expenditure (EXT) per Capita in US$,,0
Mexico,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,204
Mexico,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26
Mexico,Current health expenditure by health care functions (preliminary data),Million NCU,"1,209,295"
Mexico,Preventive care,Million NCU,"36,446"
Nicaragua,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9
Nicaragua,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,93
Nicaragua,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,58
Nicaragua,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,34
Nicaragua,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5
Nicaragua,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,66
Nicaragua,External Health Expenditure (EXT) per Capita in US$,,14
Nicaragua,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,63
Nicaragua,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27
Panama,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Panama,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Panama,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,60
Panama,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,40
Panama,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Panama,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,441
Panama,External Health Expenditure (EXT) per Capita in US$,,5
Panama,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,370
Panama,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22
Paraguay,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Paraguay,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Paraguay,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,45
Paraguay,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,54
Paraguay,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Paraguay,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,207
Paraguay,External Health Expenditure (EXT) per Capita in US$,,1
Paraguay,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,168
Paraguay,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29
Paraguay,Current health expenditure by health care functions (preliminary data),Million NCU,"14,586,045"
Paraguay,Preventive care,Million NCU,"623,231"
Peru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Peru,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100
Peru,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,63
Peru,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,36
Peru,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Peru,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,121
Peru,External Health Expenditure (EXT) per Capita in US$,,1
Peru,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,94
Peru,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,21
